treemap,scenario,etage_1,etage_2,etage_3,case,contribution,explication
Board game,Metallic and mineral resources,Small game,Transport of the game,Transport from China to Switzerland,0.000000106000000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the paper and cardboard components,Game box production,0.000001190000000,per life cycle stage,Metals and minerals are needed to make the machines used to produce paper and cardboard.
Board game,Metallic and mineral resources,Midsize game,Production of the wood components,Pawns production,0.000000100000000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the wood components,Dices production,0.000000225000000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the paper and cardboard components,Cards production,0.000000853000000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the plastic components,Card packaging production,0.000000000311000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the paper and cardboard components,Punchboard (cardboard board) production,0.000000936000000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the paper and cardboard components,Game rules production,0.000000185000000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Production of the plastic components,Game box packaging production,0.000000001860000,per life cycle stage,
Board game,Metallic and mineral resources,Midsize game,Transport of the game,Transport from China to Switzerland,0.000000214000000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the paper and cardboard components,Game box production,0.000002635000000,per life cycle stage,"There is a correlation between the environmental impact of a game and its box size. The larger the box, the greater the environmental impact."
Board game,Metallic and mineral resources,Large game,Production of the paper and cardboard components,Game board production,0.000003441000000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the wood components,Pawns production,0.000000199900000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the wood components,Dices production,0.000000225500000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the paper and cardboard components,Cards production,0.000000953900000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the plastic components,Card packaging production,0.000000000311400,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the plastic components,Figurines production,0.000000037790000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the paper and cardboard components,Punchboard (cardboard board) production,0.000004531000000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the paper and cardboard components,Game rules production,0.000000672900000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Production of the plastic components,Game box packaging production,0.000000004095000,per life cycle stage,
Board game,Metallic and mineral resources,Large game,Transport of the game,Transport from China to Switzerland,0.000000785300000,per life cycle stage,
Board game,Particulate matter,Small game,Production of the paper and cardboard components,Game box production,0.000000013900000,per life cycle stage,"To reduce your impact on the environment, choose games that consume fewer resources. Your wallet will be happy too!"
Board game,Particulate matter,Small game,Production of the paper and cardboard components,Cards production,0.000000041900000,per life cycle stage,
Board game,Particulate matter,Small game,Production of the plastic components,Card packaging production,0.000000000033400,per life cycle stage,
Board game,Particulate matter,Small game,Production of the paper and cardboard components,Punchboard (cardboard board) production,0.000000003530000,per life cycle stage,
Board game,Particulate matter,Small game,Production of the paper and cardboard components,Game rules production,0.000000003240000,per life cycle stage,
Board game,Particulate matter,Small game,Production of the plastic components,Game box packaging production,0.000000000090800,per life cycle stage,
Board game,Particulate matter,Small game,Transport of the game,Transport from China to Switzerland,0.000000003890000,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the paper and cardboard components,Game box production,0.000000029500000,per life cycle stage,It's also worth noting that a game made entirely of plastic pollutes more than one made entirely of paper and cardboard.
Board game,Particulate matter,Midsize game,Production of the wood components,Pawns production,0.000000001380000,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the wood components,Dices production,0.000000002770000,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the paper and cardboard components,Cards production,0.000000041900000,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the plastic components,Card packaging production,0.000000000033400,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the paper and cardboard components,Punchboard (cardboard board) production,0.000000028300000,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the paper and cardboard components,Game rules production,0.000000003240000,per life cycle stage,
Board game,Particulate matter,Midsize game,Production of the plastic components,Game box packaging production,0.000000000199000,per life cycle stage,
Board game,Particulate matter,Midsize game,Transport of the game,Transport from China to Switzerland,0.000000007840000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the paper and cardboard components,Game box production,0.000000065270000,per life cycle stage,The Swiss Games Museum has a large collection of games for you to play in its games room.
Board game,Particulate matter,Large game,Production of the paper and cardboard components,Game board production,0.000000091570000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the wood components,Pawns production,0.000000002637000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the wood components,Dices production,0.000000002772000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the paper and cardboard components,Cards production,0.000000046910000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the plastic components,Card packaging production,0.000000000033370,per life cycle stage,
Board game,Particulate matter,Large game,Production of the plastic components,Figurines production,0.000000003228000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the paper and cardboard components,Punchboard (cardboard board) production,0.000000137200000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the paper and cardboard components,Game rules production,0.000000011770000,per life cycle stage,
Board game,Particulate matter,Large game,Production of the plastic components,Game box packaging production,0.000000000438900,per life cycle stage,
Board game,Particulate matter,Large game,Transport of the game,Transport from China to Switzerland,0.000000028710000,per life cycle stage,
Video game,Climate change,Phone,Production of the ↴,Phone (smartphone),0.036754000000000,per life cycle stage,Playing with equipments you already have helps to reduce your impact on the environment.
Video game,Climate change,Phone,Transport of the ↴,Phone (smartphone),0.001173000000000,per life cycle stage,
Video game,Climate change,Phone,Use of the ↴,Phone (smartphone),0.001168172839506,per life cycle stage,
Video game,Climate change,Phone,End of life of the ↴,Phone (smartphone),0.000391000000000,per life cycle stage,
Video game,Climate change,Phone,Internet access,Production,0.003430000,per life cycle stage,
Video game,Climate change,Phone,Internet access,Transport,0.000000000,per life cycle stage,
Video game,Climate change,Phone,Internet access,Use,0.003570000,per life cycle stage,
Video game,Climate change,Phone,Internet access,End of life,0.000143000,per life cycle stage,
Video game,Climate change,Phone,Server,Production,0.000126000,per life cycle stage,
Video game,Climate change,Phone,Server,Transport,0.000006210,per life cycle stage,
Video game,Climate change,Phone,Server,Use,0.000072500,per life cycle stage,
Video game,Climate change,Phone,Server,End of life,0.000002070,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Production of the ↴,Phone (smartphone),0.000001880000000,per life cycle stage,"The more equipment we use, the greater the impact when we play. The environmental impact lies in the materiality of our practices."
Video game,Metallic and mineral resources,Phone,Transport of the ↴,Phone (smartphone),0.000000000000000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Use of the ↴,Phone (smartphone),0.000000000000000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,End of life of the ↴,Phone (smartphone),0.000000000000000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Internet access,Production,0.000000434000000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Internet access,Transport,0.000000000000000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Internet access,Use,0.000000002190000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Internet access,End of life,0.000000002190000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Server,Production,0.000000009070000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Server,Transport,0.000000000000000,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Server,Use,0.000000000045800,per life cycle stage,
Video game,Metallic and mineral resources,Phone,Server,End of life,0.000000000045800,per life cycle stage,
Video game,Particulate matter,Phone,Production of the ↴,Phone (smartphone),0.000000001240800,per life cycle stage,The game that has the least impact on the environment is the game you already have.
Video game,Particulate matter,Phone,Transport of the ↴,Phone (smartphone),0.000000000056400,per life cycle stage,
Video game,Particulate matter,Phone,Use of the ↴,Phone (smartphone),0.000000000168504,per life cycle stage,
Video game,Particulate matter,Phone,End of life of the ↴,Phone (smartphone),0.000000000000000,per life cycle stage,
Video game,Particulate matter,Phone,Internet access,Production,0.000000000143000,per life cycle stage,
Video game,Particulate matter,Phone,Internet access,Transport,0.000000000000000,per life cycle stage,
Video game,Particulate matter,Phone,Internet access,Use,0.000000000798000,per life cycle stage,
Video game,Particulate matter,Phone,Internet access,End of life,0.000000000009500,per life cycle stage,
Video game,Particulate matter,Phone,Server,Production,0.000000000006360,per life cycle stage,
Video game,Particulate matter,Phone,Server,Transport,0.000000000000310,per life cycle stage,
Video game,Particulate matter,Phone,Server,Use,0.000000000024000,per life cycle stage,
Video game,Particulate matter,Phone,Server,End of life,0.000000000000310,per life cycle stage,
